asn,communityGroupsAndNonprofits,computerAndInformationTechnology,educationAndResearch,financeAndInsurance,governmentAndPublicAdministration,healthCareServices,other,"media,Publishing,AndBroadcasting",service,"agriculture,Mining,AndRefineries(farming,Greenhouses,Mining,Forestry,AndAnimalFarming)",constructionAndRealEstate,"museums,Libraries,AndEntertainment",utilities(excludingInternetService),travelAndAccommodation,"freight,Shipment,AndPostalServices","retailStores,Wholesale,AndE_commerceSites",manufacturing
139174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
139175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
139237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139442,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139616,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
139875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140878,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141362,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141617,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141773,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141870,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142576,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146757,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146847,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146951,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
146979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147025,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148967,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
149251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
149640,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149646,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
149771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150528,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150570,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
150703,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
151334,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152080,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196778,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
196847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
197075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197207,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197565,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
197733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198395,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
198449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
198468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198561,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
198647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
198831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199439,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200052,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200730,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200777,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
200779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
201273,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201547,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
201680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201969,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
202024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
202277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202373,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202418,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
202553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202662,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
202949,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
202975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203391,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203885,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
204285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204543,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
204588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204720,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204901,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
204930,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
205279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205488,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
205555,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
205622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205675,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
206035,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
206063,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
206361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206362,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
206629,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207524,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207684,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
209092,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
209188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
209242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209374,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
209513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
209608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
210312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210580,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
210762,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
210764,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
210765,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
210882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211022,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
211048,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
211058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211060,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
211081,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211282,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
211616,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
211750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211834,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
212330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
212606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
213683,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214591,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215094,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215233,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
215680,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215954,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
216360,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216430,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
262150,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
262186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
262201,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
262222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262249,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262385,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262589,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262595,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262928,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
262968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263378,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263639,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263718,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263774,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263791,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263889,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263922,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264153,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264705,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264808,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265431,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265450,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265640,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265651,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265670,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
265687,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265740,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
265792,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
265806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265851,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265884,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266068,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266430,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266432,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266700,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
266768,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266775,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
266836,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
266960,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
266995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267230,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
267320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267525,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267626,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267630,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267820,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267854,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
267882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267892,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267905,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268293,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
268441,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268639,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269086,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269354,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269491,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269631,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269850,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269861,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270044,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
270057,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
270065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270581,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
270849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271595,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271694,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271780,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
271800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271801,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271885,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272061,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272116,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272834,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
272852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
273395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
273575,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
273749,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
273758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
