asn,as_name,top_level_category,sub_category
23074,PETROLEO BRASILEIRO / Petrobras (Brazil) ,EnergyAndUtility,
7862,Chevron,EnergyAndUtility,
26356,CRUSOE ENERGY SYSTEMS LLC,ContentProvider,Hosting
26356,CRUSOE ENERGY SYSTEMS LLC,EnergyAndUtility,
265792,,EnergyAndUtility,
21598,,EnergyAndUtility,
135655,,EnergyAndUtility,
59195,,EnergyAndUtility,
9463,,EnergyAndUtility,
52357,,EnergyAndUtility,
13474,Banco de Galicia y Buenos Aires (Argentina),Finance,Bank
22975,,Finance,Bank
265670,,Finance,Bank
27730,BBVA Banco Frances SA,Finance,Bank
23128,,Finance,Bank
15256,,Finance,Bank
35135,,Finance,Bank
6674,NATIONAL BANK OF GREECE S.A. (Greece),Government,FederalNational
6674,NATIONAL BANK OF GREECE S.A. (Greece),Finance,Bank
328922,,Finance,Bank
399409,,Finance,Bank
8179,,Finance,CreditUnion
8104,,Finance,CreditUnion
7820,,Finance,CreditUnion
63484,,Finance,CreditUnion
58828,,Finance,CreditUnion
55878,,Finance,CreditUnion
54442,,Finance,CreditUnion
54368,Coast Capital Savings Credit Union (Canada),Finance,CreditUnion
43410,,Finance,CreditUnion
7743,JPMorgan Chase,Finance,Bank
7743,JPMorgan Chase,Finance,Entities
2559,Visa International,Finance,Entities
6307,American Express,Finance,Entities
20331,Ocwen Financial Corporation,Finance,Entities
4243,,Finance,Entities
17012,PayPal Inc,Finance,Entities
50079,,Finance,Entities
31747,,Finance,Entities
395615,,Finance,Entities
6973,,Finance,Entities
9959,,Finance,StockExchanges
9590,,Finance,StockExchanges
21168,,Finance,StockExchanges
63147,United States Capitol Police,LawEnforcement,
264312,Departamento de Policia Rodoviaria Federal (Brazil),LawEnforcement,
58681,New South Wales Police (Australia),LawEnforcement,
198759,European Police Office (EuroPol) (Netherlands),LawEnforcement,
140878,Philippine National Police (Philippines),LawEnforcement,
263719,POLICIA NACIONAL DE COLOMBIA (Colombia),LawEnforcement,
22515,DEPARTAMENTO DE POLICIA FEDERAL (Brazil),LawEnforcement,
53615,Saskatoon Police Service (Canada),LawEnforcement,
4756,Korea National Police University (Republic of Korea),LawEnforcement,
41888,State Institution Service Center for the Departments of the National Police of Ukraine (Ukraine),LawEnforcement,
24561,WA Police (Australia),LawEnforcement,
33138,New York City Police Department (United States),LawEnforcement,
399722,,Health,Insurances
52459,Instituto Social para Jubilados y Pensionados (I.N.S.S.J.P),Government,FederalNational
52459,Instituto Social para Jubilados y Pensionados (I.N.S.S.J.P),Health,Insurances
30345,CountryWide Insurance Company,Health,Insurances
54289,Euclid Insurance Agencies,Health,Insurances
45375,Firstfire Marine Insurance,Health,Insurances
22678,,Health,Insurances
7163,,Health,Insurances
57116,,Health,Insurances
205622,,Health,Insurances
137422,,Health,Insurances
26723,,Health,Hospitals
395750,,Health,Hospitals
14790,,Health,Hospitals
393550,,Health,Hospitals
46483,,Health,Hospitals
61880,,Health,Hospitals
55010,,Health,Hospitals
328011,,Health,Hospitals
328776,,Health,Hospitals
32858,,Health,Hospitals
132093,,Health,Hospitals
61510,Cooperativa Telefonica de Calafate Ltda. (Argentina),Cooperatives,
9638,,Cooperatives,
7382,,Cooperatives,
395658,,Cooperatives,
53949,,Cooperatives,
51679,,Cooperatives,
61881,,Cooperatives,
61499,,Cooperatives,
400939,,Cooperatives,
28079,,Cooperatives,
28052,Arte Radio Televisivo Argentino,TvRadioCulturalAmenities,
271780,,TvRadioCulturalAmenities,
62826,,TvRadioCulturalAmenities,
32612,,TvRadioCulturalAmenities,
61785,,TvRadioCulturalAmenities,
47708,Sveriges Radio AB,Government,Executive
47708,Sveriges Radio AB,Government,FederalNational
47708,Sveriges Radio AB,TvRadioCulturalAmenities,
6794,,TvRadioCulturalAmenities,
63704,,TvRadioCulturalAmenities,
61509,,TvRadioCulturalAmenities,
57584,,TvRadioCulturalAmenities,
16684,,Transportation,Trains
46630,,Transportation,Trains
29325,,Transportation,Trains
49511,,Transportation,Trains
205173,,Transportation,Trains
150686,,Transportation,Trains
14502,,Transportation,Trains
23978,,Transportation,Trains
53353,Alaska Railroad Corporation,Transportation,Trains
10405,Union Pacific Railroad Company,Transportation,Trains
10055,Korean National Railroad Administration,Government,Executive
10055,Korean National Railroad Administration,Government,FederalNational
10055,Korean National Railroad Administration,Transportation,Trains
57720,,Transportation,Ships
50863,,Transportation,Ships
26956,,Transportation,Ships
198647,,Transportation,Ships
397115,,Transportation,Ships
34344,,Transportation,Ships
395290,,Transportation,Ships
32027,,Transportation,Ships
329432,,Transportation,Ships
38866,,Transportation,Ships
12187,Metropolitan Transportation Authority - New York City Transit,Transportation,TransitAuthority
55542,,Transportation,TransitAuthority
45999,Korea Transportation Safety Authority,Transportation,TransitAuthority
151334,,Transportation,TransitAuthority
196778,,Transportation,TransitAuthority
152302,,Transportation,TransitAuthority
135403,,Transportation,TransitAuthority
46383,,Transportation,TransitAuthority
211060,,Transportation,TransitAuthority
55656,Ministry of Transportation Republic of Indonesia,Government,Executive
55656,Ministry of Transportation Republic of Indonesia,Government,FederalNational
55656,Ministry of Transportation Republic of Indonesia,Transportation,TransitAuthority
267255,FRAPORT BRASIL S.A. AEROPORTO DE PORTO ALEGRE,Transportation,Airports
135647,Airports Fiji Limited,Transportation,Airports
55304,Australia Pacific Airports,Transportation,Airports
202949,Fraport Regional Airports of Greece Management Company S.A,Transportation,Airports
131924,Kansai Airports,Transportation,Airports
135294,Queensland Airports Limited,Transportation,Airports
137562,Sydney Airport Corporation Limited,Transportation,Airports
396320,Metropolitan Airports Commission,Transportation,Airports
196847,OJSC SHEREMETYEVO INTERNATIONAL AIRPORT,Transportation,Airports
59645,,Personal,
58280,,Personal,
206924,,Personal,
42615,,Personal,
210312,,Personal,
44421,,Personal,
202418,,Personal,
49933,,Personal,
57782,,Personal,
204543,,Personal,
23987,NETPLUZ HOLDINGS PRIVATE LIMITED,Enterprise,Technology
216454,James Wall,Personal,
55174,,Enterprise,Technology
41751,,Enterprise,Ecommerce
41751,,Enterprise,IndustrialManufacturing
63103,,Health,Hospitals
206063,CompuGroup Medical Deutschland AG,Enterprise,Technology
206063,CompuGroup Medical Deutschland AG,Health,Hospitals
132221,,Enterprise,IndustrialManufacturing
132221,,Enterprise,Technology
133386,,Finance,Entities
133386,,Health,Insurances
61069,,Enterprise,Technology
204901,,Personal,
394704,,Enterprise,Ecommerce
394704,,Enterprise,Technology
394704,,Finance,Entities
37184,Powertel Communications,Government,Executive
37184,Powertel Communications,Government,FederalNational
37184,Powertel Communications,EnergyAndUtility,
37184,Powertel Communications,Enterprise,Technology
394132,,Enterprise,IndustrialManufacturing
394132,,Enterprise,Technology
28048,Internet Para Todos - Gobierno de La Rioja,Access,SmallISP
28048,Internet Para Todos - Gobierno de La Rioja,Government,StateProvince
267854,NACION SERVICIOS S.A.,Government,Executive
267854,NACION SERVICIOS S.A.,Government,FederalNational
267854,NACION SERVICIOS S.A.,Finance,Entities
20491,,Enterprise,Technology
20491,,Finance,Entities
20491,,Health,Hospitals
56036,,Access,SmallISP
56036,,Mobile,
16532,,Access,SmallISP
16532,,ContentProvider,Hosting
17516,,ContentProvider,Hosting
17516,,Enterprise,Technology
197733,LLC ATK Telecom,Access,SmallISP
5642,,ContentProvider,Hosting
5642,,Enterprise,Technology
213364,,Personal,
397481,,Enterprise,IndustrialManufacturing
20650,IP NEXIA N.V.,Access,SmallISP
20650,IP NEXIA N.V.,Mobile,
20650,IP NEXIA N.V.,ContentProvider,Hosting
20650,IP NEXIA N.V.,Enterprise,Technology
13302,Linkey Ltd,ContentProvider,Hosting
54583,,EducationalResearch,University
54583,,EducationalResearch,ResearchInstitutes
54583,,Health,Hospitals
24389,grameenphone limited,Access,LargeISP
24389,grameenphone limited,Mobile,
24389,grameenphone limited,Government,Executive
24389,grameenphone limited,Government,FederalNational
20595,,Finance,Bank
395537,,EducationalResearch,ResearchInstitutes
197565,NHK Solutions s.r.o.,Access,SmallISP
197565,NHK Solutions s.r.o.,Enterprise,Technology
7670,,Access,SmallISP
55001,,Access,SmallISP
211058,,Enterprise,Technology
905,Waterloo Regional Police Service (Canada),LawEnforcement,
58446,Police Bank Limited (Australia),LawEnforcement,
40863,Bossier Parish Police Jury (United States),LawEnforcement,
401194,Queen Creek Police Department (United States),LawEnforcement,
400085,Regina Police Service (Canada),LawEnforcement,
397711,Halton Regional Police Service (Canada),LawEnforcement,
395317,Rhode Island State Police (United States),LawEnforcement,
393998,Elk Grove Village Police Department (United States),LawEnforcement,
393995,Police and Fire Federal Credit Union (United States),LawEnforcement,
36553,Baltimore City Police Department (United States),LawEnforcement,
25992,Las Vegas Metropolitan Police Department (United States),LawEnforcement,
201904,Grupa Azoty Zaklady Chemiczne 'Police' S.A. (Poland),LawEnforcement,
201524,Albania State Police (Albania),LawEnforcement,
15205,Nassau County Police Department (United States),LawEnforcement,
151973,WA Police Force (Australia),LawEnforcement,
139237,Nepal Police (Nepal),LawEnforcement,
138215,Royal Thai Police (Thailand),LawEnforcement,
135835,Sardar Vallabhbhai Patel National Police Academy (India),LawEnforcement,
133477,Bangladesh Police (Bangladesh),LawEnforcement,
132619,POLICE DEPARTMENT (VIC) (Australia),LawEnforcement,
1070,Peel Regional Police (Canada),LawEnforcement,
263718,PREFECTURA NAVAL ARGENTINA (Argentina),LawEnforcement,
212377,Direccion General de la Guardia Civil (Spain),LawEnforcement,
48782,European Border and Coast Guard Agency (Poland),LawEnforcement,
27030,United States Coast Guard (United States),LawEnforcement,
137415,Bangladesh Coast Guard Force (Bangladesh),LawEnforcement,
8291,The Federal Guard Service of the Russian Federation (Russian Federation),Government,Executive
8291,The Federal Guard Service of the Russian Federation (Russian Federation),Government,FederalNational
8291,The Federal Guard Service of the Russian Federation (Russian Federation),LawEnforcement,
43797,The Federal Guard Service of the Russian Federation (Russian Federation),Government,Executive
43797,The Federal Guard Service of the Russian Federation (Russian Federation),Government,FederalNational
43797,The Federal Guard Service of the Russian Federation (Russian Federation),LawEnforcement,
42121,The Federal Guard Service of the Russian Federation (Russian Federation),Government,Executive
42121,The Federal Guard Service of the Russian Federation (Russian Federation),Government,FederalNational
42121,The Federal Guard Service of the Russian Federation (Russian Federation),LawEnforcement,
17147,Ministerio del Interior y de Seguridad Publica - Gobierno de Chile (Chile),Government,Executive
17147,Ministerio del Interior y de Seguridad Publica - Gobierno de Chile (Chile),Government,FederalNational
52240,"Ministerio de Trabajo, Empleo y Seguridad Social (Argentina)",Government,Executive
52240,"Ministerio de Trabajo, Empleo y Seguridad Social (Argentina)",Government,FederalNational
27949,ANSES - Administración Nacional de la Seguridad Social (Argentina),Government,Executive
27949,ANSES - Administración Nacional de la Seguridad Social (Argentina),Government,FederalNational
262249,Secretaria Legal y Tecnica (Argentina),Government,Executive
262249,Secretaria Legal y Tecnica (Argentina),Government,FederalNational
61585,MINISTÉRIO DA SAÚDE - INSTITUTO NACIONAL DE CÂNCER (Brazil),Government,Executive
61585,MINISTÉRIO DA SAÚDE - INSTITUTO NACIONAL DE CÂNCER (Brazil),Government,FederalNational
52315,Servicios de Administracion Previsional S.A. (Chile),Government,Executive
52315,Servicios de Administracion Previsional S.A. (Chile),Government,FederalNational
52315,Servicios de Administracion Previsional S.A. (Chile),Government,Agencies
33248,"City of Evanston, Illinois (United States)",Government,Executive
33248,"City of Evanston, Illinois (United States)",Government,CityCountyMunicipality
61471,CONSEJO NACIONAL ELECTORAL ((Country Not Specified)),Government,Legislative
61471,CONSEJO NACIONAL ELECTORAL ((Country Not Specified)),Government,FederalNational
39940,Police and Fire Federal Credit Union (United States),Finance,CreditUnion
61496,UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES (Argentina),EducationalResearch,University
61486,Universidad Nacional de Quilmes (Argentina),EducationalResearch,University
61476,Universidad Nacional de La Pampa (Argentina),EducationalResearch,University
52314,Universidad Nacional del Noroeste de Buenos Aires (UNNOBA) (Argentina),EducationalResearch,University
52364,"COOP DE TELECOM.,DE SERVICIOS MULTIPLES,VIVIENDA,PROVISION Y CONSUMO DE FUNES LTDA. (Argentina)",Access,SmallISP
52364,"COOP DE TELECOM.,DE SERVICIOS MULTIPLES,VIVIENDA,PROVISION Y CONSUMO DE FUNES LTDA. (Argentina)",Cooperatives,
52350,"Cooperativa de Electricidad, Obras y Servicios Públicos Suipacha JJ Almeira Ltda. (Argentina)",Cooperatives,
52303,COOP.DE OB.Y SERVICIOS PUB. DE MARCOS JUAREZ (Argentina),Cooperatives,
52295,"COOPERATIVA ELECTRICA, PROVISION DE SERVICIOS PUBLICOS Y VIVIENDA DE JUAN N. FERNANDEZ LIMITADA (Argentina)",Cooperatives,
52271,Coop. Energía Elect. y Otros Servicios Las Varillas (Argentina),Cooperatives,
64117,COOPERATIVA DE PROVISION DE ELECTRICIDAD Y SERVICIOS PUBLICOS DE ROBERTS LTDA (Argentina),Cooperatives,
61487,COOPERATIVA ELECTRICA DE SALADILLO (Argentina),Cooperatives,
61481,COOPERATIVA DE O. S. P. S. V. EL BOLSON (Argentina),Access,SmallISP
61481,COOPERATIVA DE O. S. P. S. V. EL BOLSON (Argentina),Cooperatives,
61456,COOPERATIVA TRES LIMITES LTDA (Argentina),Cooperatives,
52496,COOPERATIVA DE SERVICIOS MULTIPLES REG (Argentina),Cooperatives,
52491,Cooperativa de Servicios Públicos de Fátima Ltda. (Argentina),Cooperatives,
52490,COOPERATIVA DE ELECTRICIDAD DE PEDRO LURO (Argentina),Cooperatives,
52486,Cooperativa Electrica de Galvez Ltda. (Argentina),Cooperatives,
52474,Cooperativa de Obras y Servicios Públicos de Eduardo Castex Ltda. (Argentina),Cooperatives,
52473,Cooperativa Telefónica de Abasto (Argentina),Cooperatives,
52447,Cooperativa Telefonica y Otros Servicios de Santa Clara del Mar Limitada (Cootelser Ltda.) (Argentina),Cooperatives,
52432,Cooperativa de Usuarios de Electricidad y de Consumo de Castelli Ltda. (Argentina),Cooperatives,
52387,COOPERATIVA ELECTRICA DE MONTE LTDA (Argentina),Cooperatives,
52383,Cooperativa Eléctrica de Azul Ltda. (Argentina),Cooperatives,
52381,Sociedad Cooperativa Popular Limitada de Comodoro (Argentina),Cooperatives,
52372,COOPERATIVA ELECTRICA DE GENERAL DEHEZA LTDA. (Argentina),Cooperatives,
52348,Cooperativa Eléctrica Antonio Carboni Ltda (Argentina),Cooperatives,
52323,Colsecor Cooperativa Limitada (Argentina),Cooperatives,
27797,IBM Argentina S.R.L. (Argentina),ContentProvider,Hosting
28581,Banco Santander (Brasil) S.A. (Brazil),Finance,Bank
266960,Banco Santander (Brasil) S.A. (Brazil),Finance,Bank
44044,Santander Consumer Bank S.A. (Poland),Finance,Bank
41567,Santander Consumer Bank S.A. (Poland),Finance,Bank
39133,Santander Consumer Bank S.A. (Poland),Finance,Bank
16780,Banco Santander (Spain),Finance,Bank
19688,"Banco Santander (Mexico) S.A., Institucion de Banca Multiple, Grupo Financiero (Mexico)",Finance,Bank
10794,BANKAMERICA (United States),Finance,Bank
9960,"The Daegu Bank, Ltd (Korea, Republic of)",Finance,Bank
9776,"KOOKMIN BANK (Korea, Republic of)",Finance,Bank
9772,"Jeonbuk Bank (Korea, Republic of)",Finance,Bank
9703,"Shinhan Bank (Korea, Republic of)",Finance,Bank
9702,"Shinhan Bank (Korea, Republic of)",Finance,Bank
9641,"Korea Development Bank (Korea, Republic of)",Finance,Bank
9570,"Jeonbuk Bank (Korea, Republic of)",Finance,Bank
9520,DBS Bank (Hong Kong) Limited (Hong Kong),Finance,Bank
9276,"JT Chinae Savings Bank (Korea, Republic of)",Finance,Bank
9261,Commonwealth Bank of Australia (Australia),Government,Executive
9261,Commonwealth Bank of Australia (Australia),Government,FederalNational
9261,Commonwealth Bank of Australia (Australia),Finance,Bank
9128,Alpha Bank SA (Greece),Finance,Bank
9016,Krakowski Bank Spoldzielczy (Poland),Finance,Bank
8904,Bank of Russia (Russian Federation),Government,FederalNational
8904,Bank of Russia (Russian Federation),Finance,CentralBanks
