asn,arts_entertainment_and_recreation,financial_and_insurance_activities,household_activities,human_health_and_social_work,information_and_communication,manufacturing,public_administration_and_defense,trade_and_repair_of_vehicles,transportation_and_storage,utilities_and_waste_management,agriculture_forestry_and_fishing,mining_and_quarrying,construction,accommodation_and_food_service,real_estate_activities,professional_scientific_and_technical_activities,administrative_and_support_service_activities,education,other_service_activities,extraterritorial_organizations_and_bodies
AS211407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS211750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS21203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS212606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS212794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS212815,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS21296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS213002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS213216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS21342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS213683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS214498,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS21472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS215680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS215743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS21598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS216360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS21981,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS22177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS22180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS22772,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS22822,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS22987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS23033,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23709,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23711,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23713,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS23987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24048,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24050,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS24657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS2484,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS2485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS2486,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS25237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS2532,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS25425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS25572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS25735,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS25755,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS2576,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS25804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS25888,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS262150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS262186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS262500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS262928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS262968,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS263248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS26356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS263702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS264254,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS264409,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS26496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS26554,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS265685,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS265792,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS266715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS26762,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS267777,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS26956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS270057,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS271366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS271780,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS272713,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS272834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS272863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27319,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27320,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS273664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS273794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS27678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27775,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27859,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS27913,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28052,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS2818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28637,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS28749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS2906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS29139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS29242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS29617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS29791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS29977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS30081,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30453,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS30511,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30786,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS30971,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS31079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS31122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS31511,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS31621,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS31767,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS31898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS31958,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS31981,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS32027,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS32612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328497,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS328526,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS328608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS328995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS329166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS32934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS329432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS329467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS32982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33071,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33072,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33073,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33074,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33076,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33079,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33081,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33082,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33558,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS33876,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS34344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS35206,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS36040,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS36119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS3614,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS36351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS36673,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS37184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37412,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS37963,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38064,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS38136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38568,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38621,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38693,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS38866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS39202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS393221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS39397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS394070,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS394132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS394353,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS394704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS395081,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS395217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS395290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS396098,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS396566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS396982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS397115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS397213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS397373,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS397481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS398037,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS398079,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS399479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS40009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS400476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS400517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS4046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS41075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS41379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS41424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS41707,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS41751,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS42473,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS42656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS42831,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS43205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS43500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS44273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS44407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS45102,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS45285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS45396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS4549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS45999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS46489,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS46630,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS4666,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS47147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS47272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS47302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS47447,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS47524,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS4758,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS47583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS47708,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS48288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS48927,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS49142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS49511,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AS4983,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS4985,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
AS49911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS50338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS50863,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS51701,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52250,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52255,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS52308,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
AS52756,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS53035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS53249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS53294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS53353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS53387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS54058,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AS54104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS54113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS54680,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS54994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55731,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS5577,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS55960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS5642,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS5662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS56654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS57508,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS57584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS57653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS57720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AS57924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS58282,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS58313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS58436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS58593,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS59067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS59147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS59195,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AS59323,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS60068,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS60150,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS60174,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
AS60261,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS60653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS60707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS60855,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS6102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS61069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS61317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
